species_ID,family,stern_phylogeny,traditional_hobbs_burrow_category,combined_burrow_category,conspic_color,conspicous_body_color_present,body_color_zg,body_color_Observer1,body_color_Observer2,body_color_Observer3,body_color_Observer4,body_color_Observer5,body_color_Observer6,body_color_Observer7,body_color_Observer8,body_color_Observer9,body_color_Observer10,conspicious_claw_color_present,claw_color,body_color_red,body_color_blue,body_color_orange,body_color_purple,body_color_unpigmented,claw_color_red,claw_color_blue,claw_color_orange,claw_color_purple
Cambarus_speciosus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Faxonius_mirus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cambarus_williami,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic,orange,cryptic,cryptic,cryptic,orange,orange,cryptic,cryptic,no,no,0,0,0,0,0,0,0,0,0
Procambarus_acutus,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,red,red,red,red,cryptic,cryptic,yes,red,1,0,0,0,0,1,0,0,0
Procambarus_zonangulus,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,red,red,red,red,cryptic,cryptic,yes,red,1,0,0,0,0,1,0,0,0
Cambarus_hubbsi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,cryptic_orange,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,no,no,0,0,0,0,0,0,0,0,0
Engaeus_granulatus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,no,no,0,0,0,0,0,0,0,0,0
Cambarus_manningi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,cryptic,orange,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,no,no,0,0,0,0,0,0,0,0,0
Ombrastacoides_ingressus,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,orange,cryptic,cryptic,orange,no,no,0,0,0,0,0,0,0,0,0
Cambarus_brachydactylus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,orange,orange,cryptic,cryptic,cryptic,cryptic,orange,orange,cryptic,orange,no,no,0,0,0,0,0,0,0,0,0
Distocambarus_carlsoni,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,cryptic,orange,orange,cryptic,orange,yes,orange,0,0,1,0,0,0,0,1,0
Engaeus_hemicirratulus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,cryptic,orange,yes,orange,0,0,1,0,0,0,0,1,0
Euastacus_suttoni,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,yes,blue_red,blue_red,blue_red,blue_red,cryptic,blue_red,blue_red,orange,orange,orange,orange,yes,blue_red,1,1,0,0,0,1,1,0,0
Euastacus_dangadi,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,no,cryptic,cryptic,cryptic,cryptic,cryptic,cryptic,blue_red,orange,orange,orange,orange,yes,orange_red,0,0,0,0,0,1,0,1,0
Parastacus_nicoleti,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,cryptic,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Engaeus_tayatea,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,orange,orange,red,red,red,cryptic,orange,orange,orange,orange,no,no,0,0,0,0,0,0,0,0,0
Cambarus_obeyensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,cryptic,orange,cryptic,orange,orange,cryptic,orange,orange,orange,orange,orange,no,no,0,0,0,0,0,0,0,0,0
Engaeus_affinis,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,no,orange,cryptic,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,blue,0,0,0,0,0,0,1,0,0
Cambarus_batchi,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Cambarus_truncatus,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,no,0,0,1,0,0,0,0,0,0
Engaeus_curvisuturus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,no,no,0,0,1,0,0,0,0,0,0
Engaeus_cymus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Engaeus_disjuncticus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,blue,0,0,1,0,0,0,1,0,0
Engaeus_tuberculatus,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Engaeus_victoriensis,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Pacifastacus_leniusculus_klamathensis,Astacidea,1,tertiary_burrower,aquatic_burrower,yes,yes,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange_red,0,0,1,0,0,1,0,1,0
Engaeus_rostrogaleatus,Parastacidea,1,secondary_burrower,terrestrial_burrower,yes,yes,orange,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Procambarus_steigmani,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,red,red,red,cryptic_red,cryptic_red,red,orange,orange,orange,orange,yes,orange,0,0,1,0,0,0,0,1,0
Procambarus_okaloosae,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,red,red,orange,orange,orange,orange,yes,red,1,0,0,0,0,1,0,0,0
Engaeus_cisternarius,Parastacidea,1,primary_burrower,terrestrial_burrower,no,no,cryptic,orange,orange,orange,orange,orange,orange,red,red,orange,orange,no,no,0,0,0,0,0,0,0,0,0
Engaeus_australis,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,red,red,orange,orange,yes,orange_red,1,0,1,0,0,1,0,1,0
Engaeus_fultoni,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange,red,orange,orange,orange,orange,orange,orange,orange,orange_blue,orange,yes,orange,0,0,1,0,0,0,0,1,0
Engaeus_fossor,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,orange_blue,blue,orange_blue,orange_blue,orange_blue,orange_blue,orange_blue,orange_blue,orange_blue,orange_blue,orange_blue,yes,blue,0,1,0,0,0,0,1,0,0
Lacunicambarus_miltus,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,orange_cryptic,yes,orange,0,0,1,0,0,0,0,1,0
Cambarus_pyronotus,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,cryptic,orange_red,yes,orange_red,1,0,1,0,0,1,0,1,0
Euastacus_yanga,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,orange_red,yes,red,1,0,0,0,0,1,0,0,0
Creaserinus_byersi,Cambaridea,1,primary_burrower,terrestrial_burrower,yes,yes,purple,purple,purple,purple,purple,purple,cryptic,purple,purple,cryptic,purple,yes,purple,0,0,0,1,0,0,0,0,1
Procambarus_enoplosternum,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,red,red,cryptic,cryptic,cryptic,red,yes,red,1,0,0,0,0,1,0,0,0
Procambarus_fallax,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,orange,cryptic,cryptic,cryptic,cryptic,cryptic,red,red,cryptic,red,no,no,0,0,0,0,0,0,0,0,0
Procambarus_paeninsulanus,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,red,red,red,red,cryptic,red,yes,red,1,0,0,0,0,1,0,0,0
Procambarus_llamasi,Cambaridea,1,secondary_burrower,terrestrial_burrower,no,no,cryptic,red,cryptic,red,red,cryptic,cryptic,orange,cryptic,red,red,no,no,0,0,0,0,0,0,0,0,0
Euastacus_robertsi,Parastacidea,1,tertiary_burrower,aquatic_burrower,yes,yes,purple,red,red,red,cryptic,red,red,red,cryptic,red,red,yes,purple,0,0,0,1,0,0,0,0,1
Euastacus_australasiensis,Parastacidea,1,primary_burrower,terrestrial_burrower,yes,yes,red,red,red,red,red,red,red,red,cryptic,red,red,yes,red,1,0,0,0,0,1,0,0,0
Procambarus_toltecae,Cambaridea,1,tertiary_burrower,aquatic_burrower,yes,yes,red,red,red,red,red,cryptic,cryptic,red,red,red,red,yes,red,1,0,0,0,0,1,0,0,0
Procambarus_clarkii,Cambaridea,1,secondary_burrower,terrestrial_burrower,yes,yes,red,red,red,red,red,red,red,red,red,red,red,yes,red,1,0,0,0,0,1,0,0,0
Cambarus_aculabrum,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_cryptodytes,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_hamulatus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_hubrichti,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_jonesi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_laconensis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_pecki,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_setosus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_speleocoopi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Cambarus_tartarus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_australis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_barri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_incomptus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_packardi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_pellucidus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Orconectes_stygocaneyi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_acherontis,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_attiguus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_delicatus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_erythrops,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_franzi,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_horsti,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_leitheuseri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_milleri,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_orcinus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_pallidus,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Procambarus_xochitlanae,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
Troglocambarus_maclanei,Cambaridea,1,tertiary_burrower,aquatic_burrower,no,no,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,unpigmented,no,unpigmented,0,0,0,0,1,0,0,0,0
